,date,league,side,teamname,result,win_rate_before,avg_kills_before,avg_deaths_before,avg_assists_before,avg_dragons_before,avg_barons_before,avg_heralds_before,avg_towers_before,avg_visionscore_before,avg_earnedgold_before,avg_earned gpm_before,avg_cspm_before,avg_golddiffat15_before,avg_xpdiffat15_before,avg_csdiffat15_before,avg_firstblood_before,avg_firsttower_before
0,2025-06-28,MSI,Blue,Bilibili Gaming,1,0.5,14.86864406779661,14.771186440677965,35.42796610169491,2.309322033898305,0.5211864406779662,0.4957627118644068,5.860169491525424,268.31779661016947,38300.686440677964,1199.0404724576272,33.22651724137931,17.150862068965516,-18.00862068965517,-0.01293103448275862,0.4830508474576271,0.5
1,2025-06-28,MSI,Red,Bilibili Gaming,1,1.0,22.0,8.0,60.0,4.0,0.0,1.0,8.0,204.0,39691.0,1352.3339,34.9574,-1466.0,-1100.0,-19.0,0.0,1.0
2,2025-06-28,MSI,Red,Bilibili Gaming,1,1.0,22.0,9.5,64.0,4.0,0.5,0.5,8.5,223.5,40786.0,1343.06185,33.0838,-964.0,-966.0,-25.5,0.5,1.0
3,2025-06-29,MSI,Blue,Bilibili Gaming,1,1.0,24.333333333333332,9.333333333333334,60.0,4.0,0.3333333333333333,0.6666666666666666,9.0,214.66666666666666,40937.0,1430.2513666666666,33.6123,1596.6666666666667,478.3333333333333,1.0,0.6666666666666666,1.0
4,2025-06-29,MSI,Red,Bilibili Gaming,1,1.0,22.75,9.75,54.25,3.5,0.5,0.75,9.25,234.25,41727.75,1384.569725,33.179525,1809.25,463.25,4.75,0.75,1.0
5,2025-06-29,MSI,Red,Bilibili Gaming,1,1.0,22.2,9.6,51.2,3.6,0.6,0.8,9.2,232.4,41292.0,1370.2944,33.02508,1570.0,342.4,8.8,0.8,1.0
6,2025-07-03,MSI,Red,Bilibili Gaming,1,1.0,21.333333333333332,8.333333333333334,49.5,3.5,0.6666666666666666,0.8333333333333334,9.333333333333334,243.33333333333334,42083.5,1371.19985,33.40735,1218.6666666666667,574.3333333333334,10.833333333333334,0.8333333333333334,0.8333333333333334
7,2025-07-03,MSI,Red,Bilibili Gaming,0,1.0,21.571428571428573,8.571428571428571,50.285714285714285,3.5714285714285716,0.7142857142857143,0.8571428571428571,9.428571428571429,258.7142857142857,43504.42857142857,1379.6070714285713,33.8217,1287.0,716.5714285714286,16.285714285714285,0.7142857142857143,0.8571428571428571
8,2025-07-03,MSI,Blue,Bilibili Gaming,1,0.875,20.125,10.25,47.0,3.375,0.625,0.75,8.5,257.25,42009.0,1335.8599375000001,33.715312499999996,1122.375,719.5,16.0,0.625,0.875
9,2025-07-03,MSI,Red,Bilibili Gaming,1,0.8888888888888888,19.77777777777778,9.88888888888889,45.333333333333336,3.5555555555555554,0.6666666666666666,0.7777777777777778,8.666666666666666,265.1111111111111,43029.333333333336,1339.7202111111112,33.90193333333333,1215.111111111111,813.0,12.555555555555555,0.6666666666666666,0.8888888888888888
